Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_unit
Mercedes,C Class,0.76,Universal,0.21992199219921993,0.4166666666666667,Diesel,Manual,0.08516032064128257,0.24,0.33713581008170185,1
Nissan,Almera,0.68,Hatchback,0.28435943594359436,0.2708333333333333,Diesel,Manual,0.028056112224448898,0.32,0.3332912884592715,1
Volkswagen,Golf,0.84,Universal,0.1769176917691769,0.25,Petrol,Automatic,0.08816633266533067,0.16,0.3921175684702739,1
Mercedes,GLK Class,0.8,Crossover,0.18891889188918892,0.4166666666666667,Diesel,Automatic,0.16832665330661323,0.2,0.34232100564765894,1
Volkswagen,Golf,0.8,Hatchback,0.13691369136913692,0.25,Petrol,Manual,0.07013026052104208,0.2,0.2475860812534159,1
Mercedes,GLK Class,0.84,Crossover,0.15991599159915992,0.4166666666666667,Diesel,Automatic,0.1983867735470942,0.16,0.35426408372300155,1
Volvo,XC60,0.92,Crossover,0.13841384138413843,0.375,Diesel,Automatic,0.24649298597194388,0.08,0.5531062124248497,2
Toyota,Auris,0.9,Universal,0.1279127912791279,0.3333333333333333,Hybrid,Automatic,0.12324649298597194,0.1,0.4255177020708082,2
Volkswagen,Golf,0.8,Hatchback,0.15091509150915092,0.25,Petrol,Manual,0.07814629258517033,0.2,0.27309163782109674,1
Skoda,Superb,0.82,Sedan,0.1399139913991399,0.25,Petrol,Manual,0.0861623246492986,0.18,0.2785571142284569,1
Nissan,Primera,0.52,Hatchback,0.2299229922992299,0.0,Petrol,Manual,0.014028056112224449,0.48,0.18236472945891782,0
Volkswagen,Passat,0.7,Sedan,0.37493749374937496,0.375,Diesel,Manual,0.0531062124248497,0.3,0.467685370741483,2
Volkswagen,Transporter,0.8,Universal,0.26592659265926594,0.375,Diesel,Manual,0.1082064128256513,0.2,0.4826015667699034,2
Skoda,Octavia,0.86,Sedan,0.1399139913991399,0.25,Petrol,Manual,0.0871743486973948,0.14,0.3486973947895792,1
Opel,Astra,0.88,Universal,0.1699169916991699,0.25,Metan/Propan,Manual,0.07814629258517033,0.12,0.4846836530203264,2
Mercedes,Rare,0.88,Minivan,0.19791979197919793,0.2708333333333333,Diesel,Manual,0.06011022044088176,0.12,0.564843973661609,2
Audi,Rare,0.82,Universal,0.17291729172917292,0.375,Petrol,Automatic,0.1482865731462926,0.18,0.34468937875751504,1
Renault,Grand Scenic,0.88,Universal,0.16791679167916793,0.2627083333333333,Diesel,Automatic,0.08816633266533067,0.12,0.4789579158316633,2
Lexus,IS Series,0.9,Sedan,0.1779177917791779,0.4791666666666667,Hybrid,Automatic,0.16733466933867736,0.1,0.5925183700734803,2
Audi,A6,0.6,Universal,0.29892989298929895,0.4791666666666667,Diesel,Manual,0.0551002004008016,0.4,0.2833285618856762,1
Skoda,Fabia,0.8,Universal,0.18091809180918092,0.20833333333333334,Diesel,Manual,0.047084168336673345,0.2,0.3277464018946985,1
Skoda,Superb,0.84,Sedan,0.1419141914191419,0.375,Diesel,Automatic,0.1583066132264529,0.16,0.31418392340236023,1
Audi,A4,0.82,Universal,0.16791679167916793,0.375,Petrol,Automatic,0.12023046092184368,0.18,0.3346693386773547,1
Audi,A4,0.84,Universal,0.19891989198919893,0.3333333333333333,Petrol,Automatic,0.10319639278557115,0.16,0.44110443108439096,2
Volkswagen,Golf,0.8,Universal,0.16091609160916093,0.25,Petrol,Manual,0.07114228456913828,0.2,0.29130989251229733,1
Opel,Insignia,0.78,Universal,0.1999199919991999,0.0,Diesel,Manual,0.07615230460921844,0.22,0.331997327989312,1
Mercedes,E Class,0.7,Sedan,0.33326632663266326,0.4166666666666667,Diesel,Manual,0.06613226452905811,0.3,0.41549724448897796,2
Volkswagen,Golf,0.88,Hatchback,0.19091909190919093,0.25,Plug-in Hybrid,Automatic,0.11822645290581163,0.12,0.5448038935012883,2
Mercedes,B Class,0.8,Minivan,0.20307030703070306,0.375,Metan/Propan,Automatic,0.06311623246492985,0.2,0.36809983603570784,1
Audi,Q5,0.84,Crossover,0.1849184918491849,0.375,Diesel,Automatic,0.2043987975951904,0.16,0.40993097305722553,2
Skoda,Rare,0.86,Universal,0.14391439143914392,0.375,Petrol,Automatic,0.13526052104208416,0.14,0.3587174348697395,1
Volkswagen,Polo,0.8,Hatchback,0.17991799179917992,0.20833333333333334,Diesel,Manual,0.0531062124248497,0.2,0.3259245764255784,1
Volkswagen,Tiguan,0.8,Crossover,0.1329132913291329,0.25,Petrol,Manual,0.0801503006012024,0.2,0.24029877937693567,1
Skoda,Superb,0.82,Sedan,0.12991299129912992,0.3333333333333333,Petrol,Manual,0.10419839679358718,0.18,0.25851703406813625,1
Subaru,Rare,0.74,Universal,0.17532953295329534,0.375,Metan/Propan,Automatic,0.06312625250501001,0.26,0.24908674491840824,1
BMW,X6,0.88,SUV,0.12841284128412842,0.5833333333333334,Diesel,Automatic,0.3837675350701403,0.12,0.3658746063555683,1
Hyundai,Tucson,0.92,Crossover,0.05490549054905491,0.375,Petrol,Automatic,0.16032064128256512,0.08,0.218436873747495,1
BMW,X3,0.98,SUV,0.0159015901590159,0.375,Petrol,Automatic,0.2635270541082164,0.02,0.15831663326653306,0
Volvo,XC60,0.76,Crossover,0.1559155915591559,0.4583333333333333,Diesel,Automatic,0.1402805611222445,0.24,0.23847695390781562,1
Skoda,Superb,0.9,Hatchback,0.17591759175917593,0.375,Diesel,Automatic,0.1733366733466934,0.1,0.5858383433533734,2
Ford,C-Max,0.84,Universal,0.17391739173917392,0.375,Hybrid,Automatic,0.07814629258517033,0.16,0.3854375417501669,1
Hyundai,ix35,0.86,Crossover,0.16516651665166518,0.3125,Diesel,Manual,0.11321643286573146,0.14,0.4119488977955912,2
Volkswagen,Transporter,0.8,Universal,0.21892189218921893,0.375,Diesel,Manual,0.09017034068136273,0.2,0.3969757697212607,1
Porsche,Cayenne,0.88,SUV,0.12236223622362236,0.5833333333333334,Diesel,Automatic,0.3837675350701403,0.12,0.34855425135986257,1
Opel,Zafira,0.58,Minivan,0.25413541354135416,0.375,Diesel,Manual,0.030050100200400803,0.42,0.22955911823647296,1
BMW,Rare,0.94,Sedan,0.051105110511051106,0.875,Petrol,Automatic,0.8496993987975952,0.06,0.2545090180360721,1
KIA,Sportage,0.96,SUV,0.046904690469046904,0.2916666666666667,Petrol,Automatic,0.17935871743486975,0.04,0.3119572478289913,1
Hyundai,Tucson,0.9,SUV,0.13791379137913792,0.371875,Diesel,Automatic,0.17735470941883769,0.1,0.4589178356713427,2
Toyota,Auris,0.94,Hatchback,0.012901290129012902,0.3329166666666667,Hybrid,Automatic,0.18036072144288579,0.06,0.06312625250501001,0
Toyota,Camry,0.92,Sedan,0.055905590559055904,0.4791666666666667,Hybrid,Automatic,0.17234468937875752,0.08,0.22244488977955912,1
Vaz,2121niva,0.34,SUV,0.061906190619061906,0.2916666666666667,Petrol,Manual,0.031062124248496994,0.66,0.03453966757043498,0
Toyota,Prius,0.92,Sedan,0.0779077907790779,0.3333333333333333,Hybrid,Automatic,0.1332565130260521,0.08,0.3106212424849699,1
Mercedes,E Class,0.82,Sedan,0.2569256925692569,0.3333333333333333,Metan/Propan,Automatic,0.13526052104208416,0.18,0.5130260521042084,2
Dacia,Logan,0.92,Sedan,0.1390959095909591,0.2708333333333333,Diesel,Manual,0.07814629258517033,0.08,0.5558396793587175,2
Volkswagen,Sharan,0.8,Microvan,0.1837023702370237,0.25,Petrol,Manual,0.09769539078156313,0.2,0.33281836400072873,1
BMW,5 Series,0.92,Sedan,0.06490649064906491,0.375,Diesel,Automatic,0.4188276553106212,0.08,0.25851703406813625,1
Ford,Transit Connect,0.78,Minivan,0.18091809180918092,0.3333333333333333,Diesel,Manual,0.04808617234468938,0.22,0.3002672010688043,1
Toyota,Camry,0.84,Sedan,0.1259125912591259,0.4791666666666667,Hybrid,Automatic,0.12223446893787575,0.16,0.2785571142284569,1
Volvo,XC60,0.86,Crossover,0.18191819181918192,0.375,Diesel,Automatic,0.18836673346693386,0.14,0.45390781563126253,2
Audi,Rare,0.82,Hatchback,0.14391439143914392,0.25,Petrol,Automatic,0.11021042084168337,0.18,0.2865731462925852,1
Chevrolet,Rare,0.94,Crossover,0.061406140614061404,0.25,Petrol,Automatic,0.11522044088176353,0.06,0.3061122244488978,1
Audi,A6,0.6,Sedan,0.26992699269926995,0.4791666666666667,Diesel,Automatic,0.053096192384769536,0.4,0.25565416547380476,1
Honda,CR-V,0.88,Crossover,0.1709170917091709,0.2916666666666667,Diesel,Automatic,0.18836673346693386,0.12,0.4875465216146579,2
Mercedes,Vito,0.76,Universal,0.26792679267926794,0.4166666666666667,Diesel,Manual,0.0801503006012024,0.24,0.41112995221211657,2
Citroen,Rare,0.78,Hatchback,0.059905990599059905,0.2916666666666667,Petrol,Manual,0.07514028056112225,0.22,0.09819639278557114,0
Skoda,Octavia,0.88,Universal,0.21992199219921993,0.25,Petrol,Automatic,0.0831563126252505,0.12,0.6278270827369024,2
Chevrolet,Rare,0.96,Crossover,0.0669066906690669,0.25,Petrol,Automatic,0.1082064128256513,0.04,0.44555778223112885,2
BMW,5 Series,0.82,Sedan,0.1399139913991399,0.375,Petrol,Automatic,0.1482865731462926,0.18,0.2785571142284569,1
Audi,A6,0.8,Sedan,0.09190919091909192,0.5833333333333334,Petrol,Automatic,0.15731462925851702,0.2,0.1656039351430133,0
BMW,Rare,0.86,Crossover,0.19091909190919093,0.375,Petrol,Automatic,0.20340681362725452,0.14,0.47645290581162325,2
Mercedes,GLK Class,0.82,Crossover,0.12991299129912992,0.4166666666666667,Diesel,Automatic,0.16832665330661323,0.18,0.25851703406813625,1
Mercedes,GLK Class,0.84,Crossover,0.13691369136913692,0.4166666666666667,Diesel,Automatic,0.1983867735470942,0.16,0.3030505455355155,1
Toyota,Avalon,0.9,Sedan,0.1699169916991699,0.4791666666666667,Hybrid,Automatic,0.19037074148296593,0.1,0.5657982631930527,2
KIA,Sportage,0.82,Crossover,0.08390839083908391,0.375,Petrol,Automatic,0.11573146292585171,0.18,0.16633266533066132,0
BMW,X5,0.8,SUV,0.1549154915491549,0.5833333333333334,Diesel,Automatic,0.24498997995991983,0.2,0.28037893969757693,1
Dacia,Logan,0.68,Sedan,0.5999599959995999,0.25,Metan/Propan,Manual,0.012024048096192385,0.32,0.7052929388188142,2
Mazda,3,0.86,Sedan,0.06790679067906791,0.375,Petrol,Automatic,0.10320641282565131,0.14,0.1683366733466934,0
Skoda,Superb,0.8,Sedan,0.17591759175917593,0.25,Petrol,Manual,0.06813627254509018,0.2,0.3186372745490982,1
Opel,Astra,0.58,Universal,0.2299229922992299,0.3333333333333333,Petrol,Manual,0.018036072144288578,0.42,0.20750592093277462,1
Mitsubishi,Outlander,0.84,Crossover,0.20292029202920292,0.375,Plug-in Hybrid,Automatic,0.125250501002004,0.16,0.4500111333778668,2
Dacia,Logan Mcv,0.9,Universal,0.1372037203720372,0.2708333333333333,Diesel,Manual,0.08115230460921843,0.1,0.4565464261857048,2
Ford,Rare,0.76,Hatchback,0.12941294129412942,0.25,Diesel,Manual,0.0531062124248497,0.24,0.19762602127331583,0
Dacia,Duster,0.8,Crossover,0.20992099209920992,0.2627083333333333,Diesel,Manual,0.0720440881763527,0.2,0.38057934049918013,1
Toyota,Camry,0.9,Sedan,0.024902490249024904,0.4791666666666667,Hybrid,Automatic,0.16132264529058116,0.1,0.08149632598530394,0
Nissan,Micra,0.68,Hatchback,0.2579257925792579,0.25,Petrol,Automatic,0.033066132264529056,0.32,0.3021336791229518,1
BMW,5 Series,0.94,Sedan,0.0539053905390539,0.581875,Diesel,Automatic,0.45390781563126253,0.06,0.2685370741482966,1
Seat,Ibiza,0.84,Universal,0.1864186418641864,0.20833333333333334,Diesel,Manual,0.051603206412825654,0.16,0.413270986417279,2
BMW,X6,0.92,Coupe,0.15891589158915892,0.5829166666666666,Diesel,Automatic,0.44488977955911824,0.08,0.6352705410821643,2
Mercedes,Viano,0.7,Microvan,0.23492349234923493,0.4166666666666667,Diesel,Manual,0.08016032064128256,0.3,0.29233466933867736,1
Renault,Rare,0.88,Universal,0.07290729072907291,0.20833333333333334,Petrol,Automatic,0.1082064128256513,0.12,0.20698539937016894,1
Volkswagen,Caddy,0.84,Minivan,0.1189118911891189,0.2916666666666667,Diesel,Manual,0.0831563126252505,0.16,0.26297038521487426,1
Lincoln,Rare,0.84,Sedan,0.17991799179917992,0.375,Hybrid,Automatic,0.12323647294589178,0.16,0.39879759519038077,1
Volkswagen,Caddy,0.8,Combi,0.13791379137913792,0.2916666666666667,Diesel,Manual,0.04808617234468938,0.2,0.249407906722536,1
Mazda,6,0.74,Sedan,0.21992199219921993,0.3333333333333333,Petrol,Manual,0.06311623246492985,0.26,0.31291153736043514,1
Mazda,323,0.64,Hatchback,0.33993399339933994,0.2916666666666667,Petrol,Manual,0.022034068136272546,0.36,0.3566079527476005,1
BMW,5 Series,0.62,Sedan,0.26392639263926393,0.375,Metan/Propan,Manual,0.03506012024048096,0.38,0.2625250501002004,1
Opel,Astra,0.8,Universal,0.16891689168916893,0.22916666666666666,Diesel,Manual,0.05710420841683367,0.2,0.3058844962652578,1
Audi,A6,0.9,Sedan,0.1189118911891189,0.375,Petrol,Manual,0.22844689378757516,0.1,0.3954575818303272,1
BMW,X5,0.86,SUV,0.17491749174917492,0.5833333333333334,Diesel,Automatic,0.3987875751503006,0.14,0.436372745490982,2
Dacia,Rare,0.84,Minivan,0.1349134913491349,0.20833333333333334,Petrol,Manual,0.05710420841683367,0.16,0.2985971943887776,1
Volkswagen,Caddy,0.58,Combi,0.0999099909990999,0.3541666666666667,Diesel,Manual,0.003006012024048096,0.42,0.08908726543997084,0
Land Rover,Range Rover,0.8,SUV,0.2299229922992299,0.7083333333333334,Diesel,Automatic,0.23846693386773546,0.2,0.4170158498815813,2
Toyota,Rare,0.82,Universal,0.18691869186918691,0.3333333333333333,Hybrid,Automatic,0.09117234468937875,0.18,0.3727454909819639,1
Nissan,Qashqai,0.8,Crossover,0.17391739173917392,0.2708333333333333,Diesel,Manual,0.08065130260521042,0.2,0.3149936236108581,1
Chevrolet,Rare,0.94,Sedan,0.046904690469046904,0.25,Petrol,Automatic,0.09518036072144288,0.06,0.23346693386773548,1
Volkswagen,Passat,0.92,Sedan,0.07990799079907991,0.375,Petrol,Automatic,0.1422745490981964,0.08,0.3186372745490982,1
Audi,Q7,0.92,SUV,0.0499049904990499,0.5833333333333334,Petrol,Automatic,0.3887675350701403,0.08,0.19839679358717435,0
Skoda,Rapid,0.94,Sedan,0.046904690469046904,0.16666666666666666,Petrol,Manual,0.10620240480961923,0.06,0.23346693386773548,1
Toyota,Land Cruiser,0.74,SUV,0.15991599159915992,0.9166666666666666,Petrol,Automatic,0.21842685370741483,0.26,0.22702547953048957,1
Volkswagen,Polo,0.8,Hatchback,0.17991799179917992,0.20833333333333334,Petrol,Manual,0.05511022044088176,0.2,0.3259245764255784,1
Renault,Rare,0.74,Sedan,0.19891989198919893,0.2625,Diesel,Automatic,0.034569138276553106,0.26,0.2828514171199542,1
Honda,CR-V,0.68,SUV,0.1699169916991699,0.375,Metan/Propan,Automatic,0.07915831663326653,0.32,0.19839679358717435,0
Fiat,Rare,0.82,Universal,0.16691669166916692,0.22916666666666666,Diesel,Manual,0.04158316633266533,0.18,0.33266533066132264,1
Chevrolet,Rare,0.82,Crossover,0.15013501350135014,0.4583333333333333,Petrol,Automatic,0.09418837675350701,0.18,0.2990380761523046,1
Porsche,Rare,0.96,SUV,0.04390439043904391,0.375,Petrol,Automatic,0.548997995991984,0.04,0.29191716766867065,1
Toyota,Yaris,0.84,Hatchback,0.15991599159915992,0.2708333333333333,Hybrid,Automatic,0.07715430861723446,0.16,0.35426408372300155,1
Toyota,Land Cruiser Prado,0.74,SUV,0.0699069906990699,0.5195833333333333,Metan/Propan,Automatic,0.18837675350701402,0.26,0.09819639278557114,0
Ford,Fusion,0.86,Sedan,0.15991599159915992,0.3747916666666667,Plug-in Hybrid,Automatic,0.11673346693386774,0.14,0.39879759519038077,1
Volkswagen,Touran,0.72,Universal,0.2559255925592559,0.25,Petrol,Automatic,0.05811623246492986,0.28,0.34001336005344024,1
Dacia,Logan Mcv,0.74,Universal,0.3872387238723872,0.25,Metan/Propan,Manual,0.02555110220440882,0.26,0.5523904952762669,2
Audi,A4,0.82,Universal,0.1919191919191919,0.375,Diesel,Automatic,0.15329659318637276,0.18,0.38276553106212424,1
Subaru,Rare,0.8,Hatchback,0.1779177917791779,0.25,Diesel,Automatic,0.06812625250501002,0.2,0.32228092548733833,1
Audi,A4,0.74,Universal,0.19791979197919793,0.375,Diesel,Automatic,0.07814629258517033,0.26,0.28141998282278846,1
Skoda,Octavia,0.78,Universal,0.17591759175917593,0.20833333333333334,Petrol,Manual,0.06612224448897795,0.22,0.29191716766867065,1
Lexus,RX Series,0.78,Crossover,0.1789178917891789,0.6875,Hybrid,Automatic,0.1843687374749499,0.22,0.2969271877087508,1
Renault,Kadjar,0.9,Crossover,0.12138013801380138,0.2708333333333333,Diesel,Automatic,0.12524048096192386,0.1,0.4037007348029392,2
Chevrolet,Aveo,0.66,Sedan,0.2299229922992299,0.29125,Petrol,Automatic,0.02404809619238477,0.34,0.2540636829213983,1
Honda,Rare,0.8,Hatchback,0.1399139913991399,0.25,Hybrid,Automatic,0.07514028056112225,0.2,0.25305155766077614,1
Volkswagen,Golf,0.8,Hatchback,0.17521752175217523,0.25,Petrol,Manual,0.07414829659318638,0.2,0.31736199672071413,1
Volkswagen,Sharan,0.78,Universal,0.19791979197919793,0.375,Diesel,Manual,0.12023046092184368,0.22,0.3286573146292585,1
BMW,X6,0.92,Crossover,0.12291229122912291,0.5833333333333334,Diesel,Automatic,0.5190280561122245,0.08,0.4909819639278557,2
Volvo,XC90,0.78,Crossover,0.19851985198519853,0.4583333333333333,Diesel,Automatic,0.17835671342685372,0.22,0.32965931863727455,1
Nissan,Qashqai,0.78,Crossover,0.17421742174217422,0.2708333333333333,Diesel,Manual,0.08517034068136273,0.22,0.28907815631262523,1
Ford,Fusion,0.94,Sedan,0.1339133913391339,0.375,Hybrid,Automatic,0.16331663326653306,0.06,0.6693386773547094,2
Mercedes,E Class,0.92,Sedan,0.033903390339033904,0.375,Petrol,Automatic,0.3486973947895792,0.08,0.1342685370741483,0
Skoda,Rapid,0.98,Sedan,0.0169016901690169,0.2916666666666667,Petrol,Manual,0.1282565130260521,0.02,0.1683366733466934,0
Renault,Clio,0.88,Universal,0.16455845584558457,0.2708333333333333,Diesel,Automatic,0.07814629258517033,0.12,0.4693444030918981,2
KIA,Rare,0.92,Hatchback,0.12191219121912192,0.2916666666666667,Hybrid,Automatic,0.13226452905811623,0.08,0.48697394789579157,2
Lexus,RX Series,0.84,Crossover,0.12213521352135213,0.6875,Hybrid,Automatic,0.21342685370741482,0.16,0.2701469605878424,1
BMW,5 Series,0.86,Sedan,0.12991299129912992,0.375,Diesel,Automatic,0.1863627254509018,0.14,0.32364729458917835,1
Mercedes,Viano,0.7,SUV,0.2729272927292729,0.4166666666666667,Diesel,Manual,0.08316633266533066,0.3,0.3399298597194389,1
Nissan,Rare,0.7,Hatchback,0.24992499249924993,0.2708333333333333,Diesel,Manual,0.036062124248496995,0.3,0.31112224448897796,1
Skoda,Octavia,0.92,Sedan,0.0699069906990699,0.25,Petrol,Automatic,0.16332665330661322,0.08,0.2785571142284569,1
Audi,A4,0.64,Sedan,0.27833983398339834,0.4791666666666667,Diesel,Manual,0.03507014028056112,0.36,0.29164856027845165,1
Audi,A5,0.88,Cabriolet,0.05690569056905691,0.375,Petrol,Automatic,0.12824649298597193,0.12,0.1611795018608646,0
BMW,3 Series,0.9,Universal,0.18691869186918691,0.375,Diesel,Automatic,0.1482865731462926,0.1,0.6225784903139613,2
Volkswagen,Passat,0.48,Sedan,0.3499349934993499,0.3333333333333333,Petrol,Manual,0.018036072144288578,0.52,0.2577748088770133,1
Dacia,Logan,0.86,Sedan,0.13791379137913792,0.20833333333333334,Metan/Propan,Manual,0.045080160320641285,0.14,0.343687374749499,1
Peugeot,206,0.58,Hatchback,0.14591459145914593,0.25,Metan/Propan,Automatic,0.02403807615230461,0.42,0.13098925122973218,0
Land Rover,Rare,0.86,Crossover,0.14391439143914392,0.4166666666666667,Diesel,Automatic,0.17834669338677356,0.14,0.3587174348697395,1
Opel,Meriva,0.8,Universal,0.21892189218921893,0.22916666666666666,Diesel,Manual,0.047084168336673345,0.2,0.3969757697212607,1
Skoda,Octavia,0.72,Hatchback,0.1999199919991999,0.375,Diesel,Manual,0.056102204408817635,0.28,0.2651970607882432,1
Skoda,Fabia,0.88,Universal,0.12391239123912391,0.25,Diesel,Manual,0.06062124248496994,0.12,0.3529916976810764,1
BMW,5 Series,0.66,Sedan,0.21792179217921792,0.5833333333333334,Diesel,Automatic,0.08516032064128257,0.34,0.2407036294811846,1
Citroen,Rare,0.7,Universal,0.2599259925992599,0.2916666666666667,Diesel,Manual,0.026042084168336675,0.3,0.32364729458917835,1
Volkswagen,Rare,0.68,Hatchback,0.2599259925992599,0.3541666666666667,Diesel,Manual,0.04608216432865731,0.32,0.30449133561240127,1
Volkswagen,Passat CC,0.84,Sedan,0.12191219121912192,0.375,Petrol,Automatic,0.11622244488977956,0.16,0.26965041193498107,1
Toyota,Urban Cruiser,0.78,Crossover,0.19491949194919492,0.25,Diesel,Manual,0.06312625250501001,0.22,0.32364729458917835,1
Toyota,Auris,0.8,Hatchback,0.1709170917091709,0.3333333333333333,Hybrid,Automatic,0.09117234468937875,0.2,0.3095281472034979,1
Skoda,Octavia,0.88,Universal,0.18071807180718072,0.375,Diesel,Automatic,0.14178356713426854,0.12,0.5156026338391068,2
Mercedes,E Class,0.84,Sedan,0.20392039203920392,0.4166666666666667,Diesel,Automatic,0.18537074148296592,0.16,0.45223780895123583,2
Volkswagen,Passat,0.88,Sedan,0.10991099109910991,0.29125,Diesel,Automatic,0.13326653306613226,0.12,0.31291153736043514,1
BMW,5 Series,0.56,Sedan,0.1999199919991999,0.4791666666666667,Diesel,Automatic,0.01503006012024048,0.44,0.17225755859545178,0
Mercedes,M Class,0.74,SUV,0.2149214921492149,0.5833333333333334,Diesel,Automatic,0.1432865731462926,0.26,0.30575436587460636,1
Skoda,Rare,0.76,Universal,0.23992399239923992,0.20833333333333334,Petrol,Manual,0.03807615230460922,0.24,0.3679667026360413,1
Toyota,Rav 4,0.88,SUV,0.2449244924492449,0.375,Petrol,Manual,0.1372745490981964,0.12,0.6993987975951904,2
Volkswagen,Golf,0.76,Hatchback,0.1849184918491849,0.25,Petrol,Manual,0.06812625250501002,0.24,0.28318174811160784,1
Volkswagen,Tiguan,0.82,Crossover,0.17991799179917992,0.37166666666666665,Petrol,Automatic,0.12124248496993988,0.18,0.3587174348697395,1
Volvo,Rare,0.92,Sedan,0.052705270527052706,0.375,Petrol,Automatic,0.24849699398797595,0.08,0.2096192384769539,1
Toyota,Rav 4,0.92,Crossover,0.09490949094909491,0.4791666666666667,Hybrid,Automatic,0.20340681362725452,0.08,0.3787575150300601,1
Audi,A6,0.72,Sedan,0.26992699269926995,0.375,Diesel,Automatic,0.04809619238476954,0.28,0.3587174348697395,1
Renault,Megane,0.86,Universal,0.1629162916291629,0.2708333333333333,Diesel,Manual,0.07414829659318638,0.14,0.406312625250501,2
Toyota,Avensis,0.7,Universal,0.29992999299929995,0.4166666666666667,Diesel,Manual,0.06312625250501001,0.3,0.37374749498997994,1
Porsche,Cayenne,0.82,Crossover,0.10291029102910292,0.5822916666666667,Hybrid,Automatic,0.2785571142284569,0.18,0.20440881763527055,1
Honda,Accord,0.98,Sedan,0.006800680068006801,0.2708333333333333,Petrol,Automatic,0.16823647294589178,0.02,0.06713426853707415,0
Opel,Zafira,0.6,Universal,0.3856185618561856,0.37395833333333334,Diesel,Manual,0.022945891783567134,0.4,0.3660463784712282,1
Renault,Grand Scenic,0.88,Minivan,0.21992199219921993,0.2708333333333333,Diesel,Automatic,0.08366733466933868,0.12,0.6278270827369024,2
Mercedes,E Class,0.86,Sedan,0.13691369136913692,0.4166666666666667,Diesel,Automatic,0.19789579158316634,0.14,0.3411823647294589,1
BMW,3 Series,0.94,Sedan,0.014901490149014901,0.375,Plug-in Hybrid,Automatic,0.22645290581162325,0.06,0.07314629258517034,0
Mercedes,E Class,0.74,Sedan,0.25776577657765776,0.4166666666666667,Diesel,Automatic,0.06012024048096192,0.26,0.36707701116518754,1
Mercedes,E Class,0.88,Universal,0.11691169116911691,0.4166666666666667,Diesel,Automatic,0.16332665330661322,0.12,0.3329516175207558,1
Mitsubishi,Rare,0.62,Universal,0.28127412741274127,0.2916666666666667,Metan/Propan,Manual,0.017034068136272545,0.38,0.27990581162324646,1
Volkswagen,Transporter,0.76,Microvan,0.1999199919991999,0.375,Diesel,Manual,0.09818637274549098,0.24,0.30630491752736244,1
BMW,5 Series,0.62,Sedan,0.23192319231923192,0.4791666666666667,Diesel,Manual,0.04609218436873747,0.38,0.23046092184368738,1
Skoda,Octavia,0.8,Universal,0.1855185518551855,0.20833333333333334,Petrol,Manual,0.0656312625250501,0.2,0.33612679905265075,1
Mercedes,Series (W124),0.48,Sedan,0.26992699269926995,0.4791666666666667,Diesel,Automatic,0.014028056112224449,0.52,0.19839679358717435,0
Mercedes,C Class,0.82,Sedan,0.1849184918491849,0.4166666666666667,Diesel,Automatic,0.14327655310621243,0.18,0.3687374749498998,1
Renault,Megane,0.88,Universal,0.11791179117911792,0.2708333333333333,Diesel,Automatic,0.08415831663326653,0.12,0.33581448611508735,1
Mercedes,C Class,0.82,Minivan,0.26992699269926995,0.4166666666666667,Diesel,Automatic,0.1082064128256513,0.18,0.5390781563126252,2
Mercedes,GLC,0.96,SUV,0.0269026902690269,0.375,Plug-in Hybrid,Automatic,0.3987875751503006,0.04,0.17835671342685372,0
Volkswagen,Passat,0.86,Sedan,0.13791379137913792,0.25,Petrol,Automatic,0.09618236472945892,0.14,0.343687374749499,1
Lexus,CT Series,0.86,Hatchback,0.19691969196919692,0.3333333333333333,Hybrid,Automatic,0.1332565130260521,0.14,0.49148296593186375,2
Skoda,Octavia,0.76,Sedan,0.2619261926192619,0.25,Petrol,Manual,0.0581062124248497,0.24,0.40188068444581465,2
Audi,Q7,0.9,SUV,0.1499149914991499,0.5791666666666667,Diesel,Automatic,0.5212625250501002,0.1,0.49899799599198397,2
Audi,A6,0.74,Universal,0.28492849284928495,0.5208333333333334,Diesel,Manual,0.05811623246492986,0.26,0.4059547666762096,2
Mercedes,E Class,0.74,Sedan,0.22214421442144214,0.5833333333333334,Diesel,Automatic,0.03507014028056112,0.26,0.3160921843687375,1
Renault,Scenic,0.82,Microvan,0.2149214921492149,0.2708333333333333,Diesel,Manual,0.0656312625250501,0.18,0.4288577154308617,2
Skoda,Superb,0.76,Hatchback,0.1694169416941694,0.24958333333333332,Petrol,Manual,0.06913827655310621,0.24,0.2592878063819948,1
BMW,5 Series,0.64,Sedan,0.009900990099009901,0.4166666666666667,Petrol,Manual,0.06613226452905811,0.36,0.00854340259466301,0
Rare expensive,Rare,0.92,Hatchback,0.0409040904090409,0.20833333333333334,Petrol,Automatic,0.04759519038076152,0.08,0.1623246492985972,0
Opel,Insignia,0.76,Hatchback,0.2229222922292229,0.375,Diesel,Manual,0.04809619238476954,0.24,0.3417604439648528,1
Mitsubishi,Rare,0.76,Pickup,0.26992699269926995,0.4791666666666667,Diesel,Manual,0.07314629258517034,0.24,0.4142130414675505,2
Volvo,Rare,0.54,Sedan,0.24069406940694069,0.37166666666666665,Petrol,Manual,0.033066132264529056,0.46,0.19903974615898465,1
Mercedes,Rare,0.8,SUV,0.1719171917191719,0.8958333333333334,Metan/Propan,Automatic,0.2374749498997996,0.2,0.31134997267261794,1
